paper_id,model_version,prompt_version,input_source,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
177,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text are Support Vector Machine (SVM), K-Nearest Neighbor (KNN), RUSBoost, Synthetic Minority Over-Sampling Technique (SMOTE), and ten-fold cross-validation.
2. The primary contribution of the paper is the development and evaluation of machine learning models for predicting recurrent ischemic stroke using real-world data from the Malaysian National Neurology Registry, with a focus on identifying the most reliable model (RUSBoost) and its performance metrics.
3. Since the core method used in this study is RUSBoost, which is a type of neural network architecture, but more specifically a machine learning algorithm, we can classify it as DL even though it is also ML and AI.

CATEGORY: DL",6.87,,False,2026-08-09T19:40:08
178,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include functional near-infrared spectroscopy (fNIRS), machine learning (ML) algorithms, and artificial intelligence (AI) algorithms.
2. The primary contribution of this paper is the prediction of hand movements using fNIRS signals and ML algorithms, specifically highlighting the superior performance of Random Forest (RF) algorithm.
3. Since the core method used in this study is a neural network (NN), but it's also mentioned as part of machine learning, we should classify it as DL even though it is also ML and AI.

CATEGORY: DL",5.39,,False,2026-08-09T19:40:14
179,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text are Bayesian optimisation, evolutionary algorithms, pruning or quantisation, Quantum-Inspired Algorithm (QIA), tunnelling-based search, amplitude reweighting, and a new metric comparison using a Quantum-Sustainable AI (Q-SAI) index.
2. The primary contribution of this paper is the development of QIA, which jointly optimises hyperparameters, model compression, and scheduling in a single framework to achieve energy savings while maintaining accuracy.
3. Since QIA is a neural network-based approach that uses tunnelling-based search and amplitude reweighting, it falls under the category of deep learning.

CATEGORY: DL",6.36,,False,2026-08-09T19:40:20
180,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text include machine learning (ML) approaches such as hybrid deep learning models like Long Short Term Memory with Double Deep Q-Network (LSTM-DDQN), Convolutional Neural Networks-Bidirectional Gated Recurrent Units (CNN-BiGRU), and transformer based frameworks.
2. The primary contribution of the paper is a review that systematically examines 240 peer-reviewed publications, provides a quantitative benchmarking framework, and identifies promising future directions for intelligent electric vehicle ecosystems.
3. The core method of the paper's primary contribution is the application of machine learning techniques, specifically deep learning models, to address challenges in electric vehicle infrastructure.

CATEGORY: ML",6.18,,False,2026-08-09T19:40:26
181,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include image pre-processing using a Gaussian filter and histogram equalisation, feature extraction using Inception-enhanced vision transformer (IEViT), and classification using stacked sparse denoising autoencoder (SSDAE).
2. The primary contribution of the paper is the proposed Assistive Communication System Using Deep Sparse Autoencoder with Feature Learning (ACS-DSAEFL) approach, which combines multiple techniques to enhance real-time communication for people with hearing disabilities.
3. Since the core method of the ACS-DSAEFL approach involves a neural network architecture, specifically deep sparse autoencoders and vision transformers, it falls under the category of Deep Learning.

CATEGORY: DL",6.57,,False,2026-08-09T19:40:33
182,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a specific AI tool, FungiGuard, which integrates multiple machine learning techniques (Random Forest, Long Short-Term Memory, and attention mechanisms) to classify antifungal peptides in plants. The primary contribution of the paper is the development of this tool, which outperforms existing methods and facilitates novel AFP discovery.

CATEGORY: ML",3.38,,False,2026-08-09T19:40:36
183,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a specific technical approach to improve parameter estimation in multiple regression by modifying the diagonal elements of the matrix X'X, and introduces a new visualization tool called the ridge trace. This method is focused on improving the accuracy of parameter estimates through a mathematical modification, rather than relying on machine learning or neural network techniques.

CATEGORY: ML",3.11,,False,2026-08-09T19:40:39
184,llama3.1:8b,V2.2,abstract,DL,"REASONING:
1. The technical methods described in the text are Protein Language Learning (PLL) and Geometric Deep Learning (GDL), which are combined into a framework called PLGDL.
2. The primary contribution of this paper is the development of the PLGDL framework, which integrates PLL and GDL models to predict protective antigens for vaccine development.
3. Since the core method of this paper involves neural network architectures (specifically, deep learning), we can classify it as DL.

CATEGORY: DL",4.76,,False,2026-08-09T19:40:44
185,llama3.1:8b,V2.2,abstract,,"REASONING: The abstract describes a bibliometric analysis of articles related to artificial intelligence (AI) and machine learning (ML) in renal cancer research, using tools such as VOSviewer, CiteSpace, and bibliometrix. The primary contribution of the paper is not a new AI or ML method, but rather an analysis of the existing literature on the topic.

CATEGORY: None",3.65,,False,2026-08-09T19:40:48
186,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include deep learning (transformer-based sequence models, graph neural networks, multimodal architectures), AI-aided approaches for ARG annotation, metagenome-assembled genomes (MAGs), and explainable AI (XAI) techniques such as SHAP, attention mechanism approaches, and gradient-based attribution approaches.
2. The primary contribution of the paper is a review summarizing recent advances in AI-aided microbiology, with a focus on AMR surveillance, including deep learning frameworks for ARG annotation, emerging approaches to identifying new resistance genes, and multimodal applications aimed at improving phenotype prediction.
3. Given that the core method described is primarily focused on deep learning techniques (transformer-based sequence models, graph neural networks, multimodal architectures) applied in the context of AI-aided microbiology, the most specific applicable category is DL.

CATEGORY: DL",7.56,,False,2026-08-09T19:40:55
187,llama3.1:8b,V2.2,abstract,ML,"REASONING:
The abstract describes a study that develops and validates a machine learning model named NVUPreM to predict 30-day non-variceal upper gastrointestinal bleeding (NVUGIB) mortality in critically ill patients. The study evaluates various machine learning algorithms, selects predictors using least absolute shrinkage and selection operator regression, and compares the performance of the optimal model against traditional clinical scoring systems.

CATEGORY: ML",4.16,,False,2026-08-09T19:40:59
188,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text include neural networks, kernel methods, generative models, representation learning, clustering, and quantum machine learning approaches.
2. The primary contribution of this paper is a comparative review of QML and classical ML, analyzing their foundations, complexity, and applications across various domains.
3. Since the core method involves comparing different machine learning techniques (neural networks, kernel methods, generative models, representation learning, clustering) with quantum machine learning approaches, but does not focus on neural network architectures specifically, it is most specific to classify as ML.

CATEGORY: ML",5.29,,False,2026-08-09T19:41:05
189,llama3.1:8b,V2.2,abstract,AI,"REASONING:
1. The technical methods described in the text include machine learning (e.g., support vector machines, random forest), deep learning (e.g., convolutional neural networks), and a systematic review approach using PRISMA guidelines.
2. The primary contribution of the paper is the evaluation of AI applications in ACL injury prediction and prevention through a systematic review, which focuses on techniques, performance metrics, sports contexts, and intervention effectiveness.
3. Although both machine learning and deep learning are mentioned as AI techniques used in the studies reviewed, the core method described in the text is the systematic review approach, which is not specific to either ML or DL.

CATEGORY: AI",6.03,,False,2026-08-09T19:41:11
190,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text include Extreme Gradient Boosting, Logistic Regression, Support Vector Machine, Cox proportional hazards analysis, and machine learning-based case-control classification model.
2. The primary contribution of the paper is the development of a machine learning-based model that integrates various clinical, environmental, and cytokine features to classify bladder cancer cases versus benign controls.
3. Although the paper involves neural networks (Extreme Gradient Boosting), it primarily focuses on classical machine learning techniques.

CATEGORY: ML",4.69,,False,2026-08-09T19:41:16
191,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
The abstract describes the comparison of various machine learning and deep learning methods, including classical ML models (Random Forest, Decision Tree, Gradient Boosting Machine, Linear Discriminant Analysis, Support Vector Machine), a Deep Learning tool, and a pre-trained large language model (LLM) for classifying bronchiolitis diagnosis from electronic health records. The primary contribution of the paper is to compare the performance of these methods in identifying bronchiolitis diagnoses.

CATEGORY: ML",4.77,,False,2026-08-09T19:41:20
192,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include brain-inspired reinforcement learning, artificial neural network-based hardware, third-terminal modulated eligibility traces, dynamic reward signaling, α-In2Se3 ferroelectric semiconductor field-effect transistor, and spiking neural networks.
2. The primary contribution of the paper is a novel computing architecture that leverages emerging materials to efficiently mimic complex reinforcement learning dynamics, specifically using α-In2Se3 transistors to implement biological eligibility trace decay and reward signal modulation.
3. This architecture is based on neural network architectures, which are a subset of machine learning.

CATEGORY: DL",5.68,,False,2026-08-09T19:41:26
193,llama3.1:8b,V2.2,abstract,AI,"REASONING: 
1. The technical methods described in the text include machine learning (ML), deep learning (DL), neural network designs, virtual screening, de novo molecular design, target identification, and AI-based drug development.
2. The primary contribution of the paper is to review and discuss the applications of artificial intelligence (AI) in oncological drug development, specifically highlighting its use in various stages such as target discovery, virtual screening, and de novo molecular design.
3. Although the text mentions machine learning and deep learning models, the core concept of the paper follows AI approaches, including symbolic reasoning and expert systems, to achieve its results.

CATEGORY: AI",5.43,,False,2026-08-09T19:41:31
194,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include deep learning models (XLNET, DistilBERT, ALBERT), traditional machine learning models (Naive Bayes, Support Vector Machine, Random Forest), and a technique called Elastic Weight Consolidation for task-incremental learning.
2. The primary contribution of the paper is to compare the performance of these models in detecting depression-related texts on social media platforms, with XLNET with summarization being the top-performing model.
3. Since the core method used in this study is a neural network (XLNET), and it's also related to machine learning, but the primary focus is on comparing deep learning models, I will classify it as DL.

CATEGORY: DL",6.25,,False,2026-08-09T19:41:38
195,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text are a supervised AI/ML-based framework for automated image analysis, specifically using histology slides stained with Masson’s trichrome to detect, segment, and quantify fibrosis.
2. The primary contribution of this paper is the development and validation of an AI/ML algorithm for automatic fibrosis quantification, which demonstrates strong correlation with Ashcroft scoring and provides a computationally-efficient method for precise measurement.
3. Since the core method involves neural networks (supervised AI/ML-based framework), even though it's also ML and AI, I will classify it as DL.

CATEGORY: DL",5.75,,False,2026-08-09T19:41:43
196,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes the application of machine learning techniques, specifically eight distinct models, to predict anterior cruciate ligament (ACL) injuries in sports medicine. The primary contribution of the paper is the evaluation and comparison of these ML models on four datasets.

CATEGORY: ML",2.98,,False,2026-08-09T19:41:46
197,llama3.1:8b,V2.2,abstract,DL,"REASONING: 
1. The technical methods described in the text include remote sensing data, machine learning models (five were evaluated), geospatial analytics, high-resolution satellite imagery, OpenStreetMap data, custom algorithms, and feature selection to prevent data leakage.
2. The primary contribution of the paper is the development of a novel risk assessment framework that integrates remote sensing data and machine learning to assess risks to heritage sites, which utilizes building density metrics as strong independent predictors.
3. Since the core method involves neural networks (machine learning models) and geospatial analytics, but also incorporates symbolic reasoning in the form of feature selection and custom algorithms, it is most specific to classify under DL.

CATEGORY: DL",6.54,,False,2026-08-09T19:41:53
198,llama3.1:8b,V2.2,abstract,Unclear,"REASONING: 
1. The technical methods described in the text include HLA–peptide binding models, T cell receptor (TCR)–epitope models, deep learning models for HLA imputation, and AI-enabled transplant decision support systems.
2. The primary contribution of the paper is to review and integrate emerging biology with AI innovations to accelerate safe clinical translation in immunogenomics.
3. While the paper discusses various technical methods, including those from machine learning (e.g., deep learning models) and artificial intelligence (e.g., AI-enabled transplant decision support), the core concept of the paper follows a review approach that integrates multiple fields, including biology, immunology, and AI.

CATEGORY: Unclear",6.28,,False,2026-08-09T19:41:59
199,llama3.1:8b,V2.2,abstract,DL,"REASONING: The abstract describes a study that uses machine learning (ML) for classification, followed by a quantitative Read-Across Structure-Activity Relationship (qRASAR) study, and develops an open-access eXplainable AI (XAI) platform named ""KidneyTox_v1.0"". The primary contribution of the paper is the development of this XAI platform, which uses ML methods to predict nephrotoxicity.

CATEGORY: DL",4.57,,False,2026-08-09T19:42:04
200,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses the application of artificial intelligence (AI) techniques in carbon capture and utilization (CCU) technologies to improve efficiency and effectiveness. The primary contribution of the paper is an in-depth patent analysis examining innovation trends, notable contributors, and emerging technical applications of AI in CCU.

CATEGORY: ML",3.07,,False,2026-08-09T19:42:07
201,llama3.1:8b,V2.2,missing,NO_INPUT,,0.0,no abstract available (no fallback columns in this sheet),False,2026-08-09T19:42:07
202,llama3.1:8b,V2.2,abstract,DL,"**Step 1: Identify the technical methods described in the text**

The technical methods mentioned in the abstract are:

* Machine learning models (RF, XGBoost, ANN)
* Stacking ensemble framework
* Hybrid stacking ensemble model
* Explainability analysis using SHAP (SHapley Additive exPlanations)

**Step 2: Determine which method represents the paper's primary contribution**

The primary contribution of this paper is the development and application of a novel hybrid stacking ensemble model for predicting the flexural strength of aluminium fibre reinforced concrete. While machine learning models, including RF, XGBoost, and ANN, are used as individual components within the ensemble framework, the focus is on the hybrid model itself.

**Step 3: Assign the most specific applicable category**

The paper's primary contribution is a neural network-based approach (ANN) combined with other machine learning methods in a stacking ensemble framework. Therefore, I will classify it under Deep Learning, as the core method is a neural network architecture.

REASONING: The abstract focuses on developing and applying a novel hybrid stacking ensemble model for predicting flexural strength, which involves a neural network-based approach (ANN) combined with other machine learning methods.
CATEGORY: DL",9.53,,False,2026-08-09T19:42:16
203,llama3.1:8b,V2.2,abstract,DL,"REASONING:
1. The technical methods described in the text are various machine learning algorithms (MLAs) such as logistic regression, K-nearest neighbor, support vector machine, random forest, Lagrangian support vector machine, random tree (RT), chi-square automatic interaction detection, and C5.0.
2. The primary contribution of the paper is the evaluation and comparison of these MLAs for diagnosing tuberculous pericardial effusion (TPE). Among these algorithms, the random tree model demonstrated the highest accuracy and area under the curve (AUC).
3. Since the core method used in this study is a machine learning approach with specific algorithms being compared, but primarily focusing on neural network-like performance of the random tree model, I will classify it as DL even though it's also ML and AI.

CATEGORY: DL",7.17,,False,2026-08-09T19:42:24
204,llama3.1:8b,V2.2,abstract,ML,"**Step 1: Identify the technical methods described in the text**

The abstract describes a bibliometric analysis using the Scopus database to identify publications related to AI, ML, robotic surgery, teleoperation, and telesurgery. The study uses various indicators such as annual publication trends, citation analysis, leading journals, productive authors, institutions, funding agencies, country collaborations, co-citation analysis, and keyword co-occurrence analysis. Visualization and network mapping are performed using VOSviewer software.

**Step 2: Determine which method represents the paper's primary contribution**

The primary contribution of this paper is not a technical innovation or a new algorithm, but rather a comprehensive bibliometric analysis of global research on AI and ML applications in robotic, teleoperated, and remote surgery. The study aims to provide insights into the evolving scientific landscape of intelligent telesurgery.

**Step 3: Assign the most specific applicable category**

The paper's primary contribution is not a technical innovation or a new algorithm, but rather a bibliometric analysis of global research on AI and ML applications in robotic, teleoperated, and remote surgery. The study uses various indicators such as citation analysis, co-citation analysis, and keyword co-occurrence analysis, which are typical of classical machine learning approaches.

REASONING: This paper is primarily focused on analyzing the trends and patterns in research publications related to AI and ML applications in robotic, teleoperated, and remote surgery. The study uses various bibliometric indicators that",11.82,,False,2026-08-09T19:42:35
205,llama3.1:8b,V2.2,abstract,DL,"REASONING: The technical methods described in the text are the support-vector network, which maps input vectors to a high-dimensional feature space and constructs a linear decision surface, and polynomial input transformations. The primary contribution of the paper is the extension of the support-vector network idea to non-separable training data. This method is a type of neural network architecture.

CATEGORY: DL",3.4,,False,2026-08-09T19:42:39
206,llama3.1:8b,V2.2,abstract,DL,"REASONING: The abstract describes a study that employs a convolutional neural network (CNN) to analyze EEG signals from neurological pathology datasets. The primary contribution of the paper is the investigation of sex-specific patterns in EEG data using AI methods and the evaluation of their impact on pathological diagnosis.

CATEGORY: DL",3.24,,False,2026-08-09T19:42:42
207,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text include various AI technologies such as machine learning (ML), deep learning (DL), natural language processing (NLP), generative AI (GenAI), large language models (LLMs), and explainable AI (XAI). These methods are applied to identify suicidal behavior, particularly on social media and clinical datasets. 
2. The primary contribution of the paper is a systematic literature review that examines how AI has been applied to suicide prevention, with a focus on comparing different AI technologies and their performance in identifying suicidal behavior.
3. Since the core method of this paper is not a specific neural network architecture but rather a comparison of various AI technologies, including ML and DL, I will classify it based on its primary contribution.

CATEGORY: ML",6.59,,False,2026-08-09T19:42:49
208,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes the application of machine learning methods and predictive analytics in disaster management, proposing novel techniques utilizing a machine learning model for sustainable environment. The technical methods described include preprocessing data using deep adversarial gaussian multilayer perceptron and optimizing features with firefly swarm binary grasshopper optimization. These methods are used to achieve high performance metrics such as accuracy, precision, recall, AUC, and F-1 score.

CATEGORY: ML",4.1,,False,2026-08-09T19:42:53
209,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
The technical methods described in the text include compiling historical laboratory contact angle datasets, standardizing contact angles using Tadmor's correlation, implementing a machine-learning workflow with multivariate imputation, multicollinearity diagnostics, and systematic benchmarking of various models (linear, tree-based, boosting, and neural-network). The primary contribution of the paper is the development of an optimized CatBoost model for predicting hydrogen wettability across geosystems. This model achieves near-experimental predictive skill and enables explainable interpretation via SHAP and partial dependence analysis.

CATEGORY: ML",5.47,,False,2026-08-09T19:42:58
210,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a study that compares various machine learning and deep learning algorithms for classifying pulmonary diseases using spirometry features. The primary contribution of the paper is to evaluate the performance of different models, including both classical machine learning methods (e.g., logistic regression, support vector machine) and neural network architectures (deep neural networks and convolutional neural networks).

CATEGORY: ML",3.8,,False,2026-08-09T19:43:02
211,llama3.1:8b,V2.2,abstract,DL,"REASONING: The abstract discusses deep learning methodology, specifically the phenomenon of benign overfitting and its relation to linear regression. The paper characterizes conditions under which perfect fit to training data is compatible with accurate prediction, focusing on the role of overparameterization and finite-dimensional data.

CATEGORY: DL",2.96,,False,2026-08-09T19:43:05
212,llama3.1:8b,V2.2,abstract,ML,"REASONING:
The technical methods described in the text include Extreme Gradient Boosting (XGBoost) models, cross-validation nested resampling with a holdout test set, and beeswarm plots for variable importance visualization. The primary contribution of the paper is the development and evaluation of an ML model using XGBoost for detecting dental caries.

CATEGORY: ML",3.88,,False,2026-08-09T19:43:09
213,llama3.1:8b,V2.2,abstract,ML,"REASONING: The technical methods described in the text include tree boosting, XGBoost (a specific implementation), and novel algorithms for sparse data and weighted quantile sketch. The primary contribution of the paper is a scalable end-to-end tree boosting system, which represents the core methodological approach of the paper.

CATEGORY: ML",3.01,,False,2026-08-09T19:43:12
214,llama3.1:8b,V2.2,abstract,AI,"REASONING: The abstract discusses a systematic review that evaluates the use of Explainable Artificial Intelligence (XAI) techniques in conjunction with machine learning and deep learning methods for analyzing electroencephalography (EEG) data to diagnose mood and anxiety disorders. The primary contribution of the paper is the critical evaluation of EEG-based biomarkers for depression, anxiety, and bipolar disorder as informed by XAI techniques.

CATEGORY: AI",4.2,,False,2026-08-09T19:43:16
215,llama3.1:8b,V2.2,abstract,ML,"REASONING:
The abstract describes the application of artificial intelligence (AI) in CRISPR-based genetic screening, specifically highlighting the use of machine learning (ML), deep learning (DL), and large language model-agent (LLM-agent) systems to optimize experimental design and analysis.

1. Identify the technical methods described in the text:
The technical methods mentioned are: 
- Machine learning (ML)
- Deep learning (DL)
- Large language model-agent (LLM-agent) systems

2. Determine which method represents the paper's primary contribution:
The primary contribution of this Review is to synthesize how AI, specifically ML and DL, is reshaping CRISPR screening by introducing predictive, adaptive, and system-level intelligence across the experimental lifecycle.

3. Assign the most specific applicable category:
CATEGORY: ML",6.82,,False,2026-08-09T19:43:23
216,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a machine learning platform called CLOSER that uses self-supervised learning to analyze spontaneous behavior in mice with major depressive disorder (MDD). The platform incorporates 3D pose skeleton data and kinematic features, and is used to quantify the expression of depressive-like state in naturalistic contexts.

CATEGORY: ML",3.26,,False,2026-08-09T19:43:26
217,llama3.1:8b,V2.2,abstract,ML,"REASONING: The paper describes a machine learning approach using various models (AdaBoost, RF, SVM, etc.) to detect Parkinson's disease from vocal biomarkers. The primary contribution of the paper is the application of these ML models to identify crucial vocal biological markers for early detection.

CATEGORY: ML",3.1,,False,2026-08-09T19:43:29
218,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes the development of an artificial intelligence-driven predictive model (Kinic Index) that integrates multi-omics data and consensus clustering to classify HCC patients into distinct subgroups. Machine learning approaches are used to identify prognostic variables associated with HCC progression, and deep learning is employed for multitarget drug discovery using the GraphBAN framework.

CATEGORY: ML",3.71,,False,2026-08-09T19:43:33
219,llama3.1:8b,V2.2,abstract,DL,"REASONING:
1. The technical methods described in the text include causal artificial intelligence modeling, reinforcement learning, and machine learning algorithms for prediction and decision-making.
2. The primary contribution of the paper is to provide a guide on current developments and potential applications of artificial intelligence in urology, with a focus on novel technologies such as causal AI modeling and reinforcement learning.
3. Given that the core method involves neural network architectures (reinforcement learning) and machine learning techniques, but also encompasses broader AI concepts, the most specific applicable category is DL.

CATEGORY: DL",5.27,,False,2026-08-09T19:43:38
220,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses various approaches to sentiment analysis, including deep learning models, machine learning methods, and hybrid methods that integrate multiple modalities. The primary contribution of the paper is a comprehensive review of these approaches, their applications, and future directions in the field.

CATEGORY: ML",2.95,,False,2026-08-09T19:43:41
221,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a comparison between two technical methods: fine-tuned open-weight Vision-Language-Action (VLA) models and neuro-symbolic architectures that combine PDDL-based symbolic planning with learned low-level control. The primary contribution of the paper is to evaluate and compare these two approaches on structured manipulation tasks.

CATEGORY: ML",3.25,,False,2026-08-09T19:43:45
222,llama3.1:8b,V2.2,abstract,ML,"REASONING: The paper describes the use of machine learning techniques to identify key predictors and novel patient phenotypes of PICC-CRBSI. The primary contribution is the development of an explainable machine learning framework that incorporates LASSO regression, SHAP analysis, supervised UMAP, and HDBSCAN clustering.

CATEGORY: ML",3.26,,False,2026-08-09T19:43:48
223,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses the application of machine learning and deep learning techniques in orthodontics, using artificial intelligence as a broader framework. However, the primary contribution of the paper is not to develop or compare specific ML/DL algorithms, but rather to conduct a systematic literature review and identify gaps in current research.

CATEGORY: ML",3.85,,False,2026-08-09T19:43:52
224,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses the application of artificial intelligence (AI) methods in various domains related to climate science, including machine learning (ML) and deep learning (DL) techniques such as physics-guided models, PINNs, and neural operators. The primary contribution of the paper is a synthesis of recent advances in AI for climate science, with an emphasis on evaluation rigor, reproducibility, and sustainability.

CATEGORY: ML",3.86,,False,2026-08-09T19:43:55
225,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses the application of machine learning and deep learning algorithms to accelerate materials discovery, particularly in the context of high-entropy materials for batteries and supercapacitors. The technical methods described include encoding and decoding crystal structures, utilizing quantum computing, and employing deep learning algorithms for material discovery.

CATEGORY: ML",2.98,,False,2026-08-09T19:43:58
226,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a comprehensive survey using DNA metabarcoding analysis and machine learning methods to predict host health status based on fungal community profiling. The primary contribution is the development of a multiview analytical framework that integrates conventional statistical approaches with machine learning and explainable artificial intelligence.

CATEGORY: ML",2.88,,False,2026-08-09T19:44:01
227,llama3.1:8b,V2.2,abstract,,"REASONING: The abstract describes a scoping review that systematically identifies and analyzes studies on Artificial Intelligence (AI) applications in emergency general surgery, focusing on clinical decision-support tools and intraoperative assistance. The paper's primary contribution is not a technical method or algorithm, but rather a critical appraisal of the current literature and identification of barriers to AI implementation.

CATEGORY: None",3.68,,False,2026-08-09T19:44:05
228,llama3.1:8b,V2.2,abstract,DL,"REASONING: The abstract discusses the application of artificial intelligence in veterinary oncology, specifically highlighting the use of deep learning models for image-based diagnostics and other clinical applications. While machine learning is also mentioned as a broader category, the focus on neural network architectures (CNNs, radiomics) suggests that deep learning is the primary technical approach being discussed.

CATEGORY: DL",3.42,,False,2026-08-09T19:44:08
229,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes a methodology for curating clinical trial databases to make them suitable for training or testing artificial intelligence (AI) models, specifically for medical imaging tasks. The technical methods described include defining inclusion and exclusion criteria, removing unnecessary data, quality control, and harmonisation of DICOM fields.

CATEGORY: ML",3.31,,False,2026-08-09T19:44:12
230,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses a systematic review of Artificial Intelligence (AI) methods applied to International Roughness Index (IRI) prediction for rigid and composite pavements. The primary contribution of the paper is the synthesis of literature on AI methods, including machine learning (ML) techniques such as ensemble learning, artificial neural networks, and hybrid architectures.

CATEGORY: ML",3.75,,False,2026-08-09T19:44:16
231,llama3.1:8b,V2.2,abstract,ML,"REASONING: The paper proposes an intelligent optimization framework for centrifugal compressor maintenance strategies, using a combination of methods including Reliability Allocation by Heuristic Optimization, graph theory, Monte Carlo simulations, and Deep Reinforcement Learning. These methods are used to determine reliability thresholds, model the degradation process, and formulate optimal maintenance policies. The primary contribution of the paper is the development of an integrated framework that considers system-wide interdependencies.

CATEGORY: ML",4.31,,False,2026-08-09T19:44:20
232,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses machine learning-based predictive models for diabetes mellitus, specifically highlighting the use of ensemble and deep learning techniques to surpass traditional risk assessment approaches. The paper focuses on the state-of-the-art in machine learning-based systems, including algorithmic approaches, dataset properties, and performance indicators. The primary contribution is a thorough analysis of machine learning-based diabetes prediction systems.

CATEGORY: ML",3.59,,False,2026-08-09T19:44:23
233,llama3.1:8b,V2.2,abstract,DL,"REASONING: The abstract describes the use of machine learning (ML) methods, specifically several classifiers equipped with explainable artificial intelligence (XAI) techniques, to improve the diagnosis and prediction of Parkinson's disease. The primary contribution of the paper is a framework that combines ML and XAI to provide both accurate predictions and interpretable results.

CATEGORY: DL",3.45,,False,2026-08-09T19:44:27
234,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text are machine learning algorithms, specifically supervised learning algorithms such as Logistic regression, Decision tree, Random Forest, Gradient Boosting, AdaBoost, K-Nearest Neighbour (KNN), Support vector machine, and Naïve Bayes.
2. The primary contribution of the paper is the comparison and evaluation of these machine learning algorithms for detecting suspicious financial activities in transactional data, with a focus on the performance of the Gradient Boosting classifier.
3. Since the core method used in this paper is a specific type of machine learning algorithm (Gradient Boosting), which is a subset of classical machine learning techniques, the most specific applicable category is ML.

CATEGORY: ML",6.54,,False,2026-08-09T19:44:33
235,llama3.1:8b,V2.2,abstract,ML,"REASONING: 
1. The technical methods described in the text include tree-based ensemble models, explainable artificial intelligence (XAI) techniques, regression models, classification models, and a hybrid classification-regression framework.
2. The primary contribution of this paper is the development and application of an automated machine learning (AutoML) framework for predicting case durations and delays using a combination of these methods.
3. Since the core method involves neural networks are not explicitly mentioned but the use of ensemble models and AutoML suggests that it's more specific than general AI approaches, symbolic reasoning, or expert systems.

CATEGORY: ML",5.38,,False,2026-08-09T19:44:39
236,llama3.1:8b,V2.2,abstract,DL,"REASONING: The paper proposes different approaches to address the issue of limited training data for deep learning-based models in automatic detection of sickle cell disease, including transfer-learning, contrastive-learning, and focal loss. The primary contribution is a combination of these methods with Explainable Artificial Intelligence (XAI) methodologies to improve model efficiency and trustworthiness. The technical implementation focuses on fine-tuning pre-trained neural networks and incorporating various loss functions.

CATEGORY: DL",4.17,,False,2026-08-09T19:44:43
237,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract describes the application of a machine learning-based prediction model, specifically using nine clinical parameters to predict insulin resistance and its association with various cancers. The primary contribution of the paper is the development and evaluation of this machine learning model.

CATEGORY: ML",2.69,,False,2026-08-09T19:44:46
238,llama3.1:8b,V2.2,abstract,ML,"REASONING: The abstract discusses the application of various artificial intelligence methods in healthcare, including machine learning, deep learning, large language models, and digital twins. The primary contribution of the paper is a narrative review synthesizing recent evidence on these applications and proposing an implementation blueprint for responsible adoption.

CATEGORY: ML",2.86,,False,2026-08-09T19:44:49
