paper_id,model_version,prompt_version,input_source,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
91,mistral:7b,V2.2,abstract,DL,"REASONING: The paper presents an artificial intelligence framework for automatic Coeliac disease detection from standard duodenal endoscopy images, using deep learning techniques (ConvNeXt-Tiny, ResNet-18, etc.) and classical machine learning classifiers (RBF SVM). The primary contribution of the paper is the development of a hybrid deep learning and classical machine learning framework for CD detection.

CATEGORY: DL (Deep Learning)",4.46,,False,2026-08-09T11:16:08
92,mistral:7b,V2.2,abstract,ML,"REASONING: The paper presents a curated dataset of numerical signature descriptors derived from fragment images of beetles, processed with standardized image acquisition and segmentation techniques, and four statistical descriptors are extracted to support AI and ML workflows for automated classification. The primary contribution of the paper lies in the creation and provision of this dataset for entomological AI research and machine learning-driven insect fragment identification workflows.

CATEGORY: ML",4.39,,False,2026-08-09T11:16:12
93,mistral:7b,V2.2,abstract,DL,"REASONING: The paper describes a multimodal AI model that combines clinical data and POCUS images for sarcopenia diagnosis. The model uses various Machine Learning (ML) and Deep Learning (DL) algorithms, with Xception architectures for image feature extraction and a multilayer perceptron network as classifier. Explainable AI (XAI) methods are integrated to provide transparent interpretation of the model's diagnostic decisions.

CATEGORY: DL",4.84,,False,2026-08-09T11:16:17
94,mistral:7b,V2.2,abstract,ML,"REASONING: This paper presents a new framework, Trust-Aware Explainable Artificial Intelligence (TAXAI), which aims to operationalize explainability as a quantifiable and governance-focused concept in clinical decision support systems. The framework combines algorithmic transparency, interpretability alignment, compliance, and reliability to assess fairness, robustness, and reproducibility. It uses a mathematically robust Trust Index for trust evaluation across different models and datasets. The paper demonstrates the framework's effectiveness using machine-learning and deep-learning models coupled with established XAI methods.

CATEGORY: ML (Machine Learning)",5.9,,False,2026-08-09T11:16:23
95,mistral:7b,V2.2,abstract,AI,"REASONING: The paper discusses various AI applications in child and adolescent psychiatry, including AI scribes, multimodal diagnostic tools, AI-assisted therapeutics, AI-enabled video and eye-tracking approaches for autism diagnosis, chatbots, and robot companions. However, the primary contribution of the paper is a review and discussion of the ethical concerns surrounding the use of AI in this field.

CATEGORY: AI (general artificial intelligence approaches)",4.55,,False,2026-08-09T11:16:27
96,mistral:7b,V2.2,abstract,ML,"REASONING: The paper focuses on developing a machine learning model to forecast the success of camouflage orthodontic treatment, using four specific machine learning algorithms (Random Forest, CART, Neural Network, and XGBoost) for this purpose. The primary contribution lies in the application of these ML algorithms, particularly XGBoost, to predict the effectiveness of camouflage treatment for skeletal Class III malocclusion.

CATEGORY: ML",4.39,,False,2026-08-09T11:16:32
97,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on the application of Machine Learning (ML) algorithms for predicting remission in Cushing’s disease, with specific performance metrics provided such as sensitivity, specificity, diagnostic odds ratio, and area under the curve.

CATEGORY: ML",2.9,,False,2026-08-09T11:16:35
98,mistral:7b,V2.2,abstract,DL,"REASONING: The paper discusses the application of artificial intelligence (AI) in various aspects of echocardiography, with a focus on machine learning and deep learning techniques being used to improve efficiency, reproducibility, and accuracy of the imaging pipeline. The primary contribution of the paper is the exploration of AI's integration into image acquisition, optimization, automated view classification, structure segmentation, diagnosis, and clinical decision support systems.

CATEGORY: DL (Deep Learning)",4.66,,False,2026-08-09T11:16:39
99,mistral:7b,V2.2,abstract,ML,"REASONING: This study reviews recent advancements in IoT, ML, and AI technologies applied to early detection of cattle diseases using image, sensor, and text-based data. The primary contribution lies in the review of AI-based techniques for disease detection, classification, prediction, and monitoring.

CATEGORY: ML",3.2,,False,2026-08-09T11:16:43
100,mistral:7b,V2.2,abstract,DL,"REASONING: The paper discusses the integration of 2D materials into neuromorphic systems, highlighting applications in various fields such as wearable electronics, brain–machine interfaces, and quantum neuromorphic platforms. The primary contribution of the paper lies in exploring the use of 2D materials for energy-efficient AI through neuromorphic computing.

CATEGORY: DL (Deep Learning) is not directly applicable here since it focuses on neural network architectures, while this paper discusses the integration of 2D materials into neuromorphic systems, which can be considered a broader application of machine learning principles. Therefore, the most specific category that applies is ML (Machine Learning).",6.06,,False,2026-08-09T11:16:49
101,mistral:7b,V2.2,abstract,AI,"REASONING: This paper evaluates dental residents' knowledge and perception regarding AI's application in dentistry, using a questionnaire to gather data about the participants' understanding of AI, its uses in dentistry, and their opinions on AI's diagnostic abilities compared to humans. The primary contribution of the paper is the evaluation of dental residents' knowledge and perception about AI in dentistry.

CATEGORY: AI",4.23,,False,2026-08-09T11:16:53
102,mistral:7b,V2.2,abstract,ML,"REASONING: The paper proposes a novel framework that integrates advanced machine learning (ML), deep learning (DL), and explainable artificial intelligence (XAI) techniques to predict cardiovascular disease outcomes using the Framingham Heart Study dataset. The primary contribution of the paper is the comparison and evaluation of multiple ML and DL models, with the SVM model demonstrating superior performance for early cardiovascular risk stratification.

CATEGORY: ML",4.77,,False,2026-08-09T11:16:58
103,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses a systematic review of various AI-based privacy-preserving strategies in IoV, employing SLR to examine and classify essential methodologies such as FL, DP, HE, Blockchain-enhanced AI, AML, and anomaly detection. The primary contribution lies in the creation of a six-domain taxonomy for evaluating these methodologies.

CATEGORY: ML (since the paper's primary contribution is the classification and evaluation of various privacy-preserving strategies, which can be considered as machine learning techniques)",5.56,,False,2026-08-09T11:17:03
104,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on the application of Machine Learning (ML) models in predicting ARDS onset, enabling early diagnosis, optimizing management, and forecasting outcomes. It also discusses challenges and potential solutions for these ML applications.

CATEGORY: ML",3.11,,False,2026-08-09T11:17:06
105,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses various methods for model selection in molecular phylogenetics, with a focus on the Akaike Information Criterion (AIC), Bayesian methods, and likelihood ratio tests. It argues that these methods offer advantages over the hierarchical likelihood ratio test for model selection in phylogenetics. The paper also applies AIC-based model averaging to a specific dataset of ground beetles.

CATEGORY: ML (Classical Machine Learning)",4.65,,False,2026-08-09T11:17:11
106,mistral:7b,V2.2,abstract,DL,"REASONING: The paper presents a framework for detecting AI-generated artwork using deep learning-based transformer models, specifically DINO v2. The primary contribution lies in the application of this transformer model to distinguish between human-created and machine-generated art.

CATEGORY: DL",2.92,,False,2026-08-09T11:17:14
107,mistral:7b,V2.2,abstract,ML,"REASONING: The paper proposes a novel component, the quantitative argumentation layer, for tabular data to mine concepts and represent domain knowledge through human-understandable argumentation rules. It also provides a dialogical explanation containing dominated reasoning paths within the proposed model.

CATEGORY: ML (Classical Machine Learning)",3.15,,False,2026-08-09T11:17:17
108,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the application of AI in assisting pathologists with analyzing and interpreting complex tissue imaging data, outlines the main categories and concepts of AI, describes the basic workflow of model development, and highlights its utilization in head and neck pathology. The primary contribution of the paper is the guide for pathologists on the fundamentals and applications of AI in their field.

CATEGORY: ML (Machine Learning)",4.21,,False,2026-08-09T11:17:21
109,mistral:7b,V2.2,abstract,DL,"REASONING: The paper proposes an optimized hybrid deep learning framework that integrates Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN), enhanced by Genetic Algorithm (GA)-based hyperparameter optimization for energy production prediction in renewable energy systems. The primary contribution of the paper is the development and optimization of the GA-CNN-RNN model.

CATEGORY: DL",4.47,,False,2026-08-09T11:17:26
110,mistral:7b,V2.2,abstract,ML,"REASONING: The paper presents an open-source Python framework for managing, visualizing, aligning, and annotating medical time series data in critical care. It provides preconfigured workflows, interactive components, and customizable interfaces for efficient use.

CATEGORY: ML (Machine Learning)",3.09,,True,2026-08-09T11:17:29
111,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses various AI-based approaches for improving medication adherence in patients with cardiovascular diseases. The primary contribution of the paper is the scoping review of these AI-based methods, which includes natural language processing, reinforcement learning, and machine learning algorithms such as neural networks, random forests, support vector machines, and decision tree models.

CATEGORY: ML",4.02,,False,2026-08-09T11:17:33
112,mistral:7b,V2.2,abstract,DL,"REASONING: The paper describes a two-stage artificial intelligence framework that integrates multimodal MRI data and clinical indicators for the noninvasive assessment of renal fibrosis in patients with CKD. The primary contribution lies in developing a deep learning model (MobileNetV2-SE) based on native T1 mapping, ADC, and T2* mapping for RF classification.

CATEGORY: DL",4.59,,False,2026-08-09T11:17:38
113,mistral:7b,V2.2,abstract,DL,"REASONING: The paper focuses on understanding why standard gradient descent from random initialization is doing poorly with deep neural networks and proposes a new initialization scheme to improve convergence. The primary contribution lies in the proposed initialization method for deep neural networks.

CATEGORY: DL",2.75,,False,2026-08-09T11:17:40
114,mistral:7b,V2.2,abstract,DL,"REASONING: The paper describes the development of a pilot study that aims to assess the feasibility and reliability of an ultrasound scanning protocol for measuring body composition in infants, and it also mentions the creation of a database of ultrasound images and the development of preliminary machine learning models, including convolutional neural networks (CNN), to predict body composition. The primary contribution of the paper lies in the development and evaluation of these AI-enabled analysis methods using CNNs.

CATEGORY: DL",4.97,,False,2026-08-09T11:17:45
115,mistral:7b,V2.2,abstract,Unclear,"REASONING: This abstract does not provide any information about technical methods or the primary contribution of a paper, as it is merely correcting an error in a previously published article.
CATEGORY: Unclear",2.09,,False,2026-08-09T11:17:47
116,mistral:7b,V2.2,abstract,DL,"REASONING: The paper primarily focuses on comparing traditional machine learning algorithms with transformer-based architectures for Arabic sentiment analysis, using a novel dataset developed through an active annotation strategy that combines human expertise and AI-assisted labelling. Transformer-based deep learning models are found to outperform other models in the study.

CATEGORY: DL",3.56,,False,2026-08-09T11:17:51
117,mistral:7b,V2.2,abstract,DL,"REASONING: The paper presents an integrated workflow that utilizes robot-automated experimentation, machine learning predictions, and finite element simulations to design stretchable electrodes with strain-insensitive performance. The primary contribution of the paper lies in the development of an ensemble of artificial neural networks for predicting the properties of stretchable electrodes.

CATEGORY: DL",3.66,,False,2026-08-09T11:17:55
118,mistral:7b,V2.2,abstract,ML,"REASONING: This paper discusses the generation of synthetic data for improving the quality of AI algorithms, particularly focusing on machine learning based tabular data generation methods. The primary contribution of the paper is the exploration and analysis of various statistical, probabilistic, and ML-based techniques for synthetic data generation, with a focus on SMOTE and its variants.

CATEGORY: ML",3.68,,False,2026-08-09T11:17:58
119,mistral:7b,V2.2,abstract,DL,"REASONING: The paper proposes a multimodal AI system (DMDNet) that primarily uses a convolutional neural network (CNN) for feature extraction and employs four advanced classification strategies, including transformer-based, adversarial, self-supervised, and feature-selection approaches. The primary contribution lies in the development of DMDNet and the use of these classification strategies to detect digital manipulation attacks.

CATEGORY: DL (Convolutional Neural Networks are used for feature extraction)",5.12,,False,2026-08-09T11:18:03
120,mistral:7b,V2.2,abstract,ML,"REASONING: The paper proposes a two-layered framework for surgical time prediction. The first layer uses machine learning models, including advanced ones like Long Short Term Memory (LSTM), Random Forest, and Histogram Gradient Boosting Regression (HGBR). The second layer compares these models with artificial neural networks (ANNs) and recurrent models like LSTM, GRU, and hybrid LSTM+GRU. The primary contribution of the paper is the development and evaluation of the ASTP framework, which utilizes HGBR as the best-performing model in the second layer.

CATEGORY: ML",6.06,,False,2026-08-09T11:18:09
121,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses various mathematical and machine learning-assisted spectral generation methods for Raman spectroscopy, including AI-assisted techniques like GANs and Auto-encoders. The primary contribution of the paper is to critically evaluate these existing methodologies for signal optimization, safety analysis, and probe design.

CATEGORY: ML",3.6,,False,2026-08-09T11:18:13
122,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on comparing the performance of different machine learning models for sentiment analysis of ChatGPT-related educational discourse. It uses a transformer-based model (DistilBERT), deep learning models (LSTM and Bi-LSTM), and a classical machine learning model (Naive Bayes) with TF-IDF vectorization. The primary contribution lies in the comparative evaluation of these models and the development of an explainable, user-friendly web application for sentiment predictions.

CATEGORY: ML",5.16,,True,2026-08-09T11:18:18
123,mistral:7b,V2.2,abstract,DL,"REASONING: The paper proposes an AI-based decision support approach that utilizes a multilayer perceptron (MLP) for improving the development, design, and production of upper limb exoskeletons. It also presents new models for classifying hand dysfunctions, exoskeleton design, and estimating manufacturing costs. The primary contribution lies in the AI-based approach using MLP.

CATEGORY: DL",4.31,,False,2026-08-09T11:18:23
124,mistral:7b,V2.2,abstract,DL,"REASONING: The paper introduces a new language representation model, BERT, which is based on transformers and pre-trains deep bidirectional representations from unlabeled text. It can be finetuned for various tasks like question answering and language inference without substantial modifications.

CATEGORY: DL (Deep Learning)",3.2,,False,2026-08-09T11:18:26
125,mistral:7b,V2.2,abstract,DL,"REASONING: The paper introduces a novel AI framework for fault detection and diagnosis (FDD) in photovoltaic (PV) systems that primarily uses Convolutional Neural Networks (CNNs) combined with time–frequency analysis via the Wigner–Ville Distribution (WVD). The method transforms raw PV measurements into compact time–frequency image representations, enabling effective spatial feature extraction by CNNs. The framework is compared with various machine learning models and demonstrates superior noise robustness for long-term deployment in real-world PV installations.

CATEGORY: DL",6.08,,False,2026-08-09T11:18:32
126,mistral:7b,V2.2,abstract,DL,"REASONING: The paper discusses the use of AI and ML, particularly deep learning and convolutional neural networks (CNNs), for early detection, diagnosis, and prediction of Alzheimer's disease using multimodal data integration from neuroimaging, genetics, and clinical records. The primary contribution seems to be the application of these advanced machine learning techniques for AD risk assessment and prediction.

CATEGORY: DL",4.27,,False,2026-08-09T11:18:36
127,mistral:7b,V2.2,abstract,ML,"REASONING: This study develops and compares multiple machine learning (ML) algorithms for Iron-deficiency anaemia (IDA) prediction, using supervised ML algorithms such as random forest (RF), support vector machine (SVM), decision tree (DT), naive Bayes (NB), and CatBoost. The primary contribution of the paper is the comparison and identification of the most effective model for IDA prediction, which is CatBoost.

CATEGORY: ML",5.03,,False,2026-08-09T11:18:41
128,mistral:7b,V2.2,abstract,AI,"REASONING: The paper discusses the application of artificial intelligence (AI) in precision immunotherapy, focusing on biomarker discovery, prediction of immune checkpoint inhibitor response and toxicity, CAR-T cell optimization, therapeutic antibody engineering, patient stratification, non-invasive response assessment, earlier diagnosis, molecular subtyping, treatment-response prediction, real-time disease activity tracking, and the use of explainable AI, federated learning, and digital twin frameworks. The primary contribution of the paper lies in its comprehensive review of AI applications in immunotherapy across oncology and autoimmune medicine.

CATEGORY: AI",6.15,,False,2026-08-09T11:18:47
129,mistral:7b,V2.2,abstract,ML,"REASONING: The paper proposes a machine learning framework for proactive detection of Android ransomware using network traffic metadata, integrating advanced classifiers and employing explainable AI methods for interpretability. It also conducts a concept drift evaluation using an incremental LightGBM model.

CATEGORY: ML",3.42,,False,2026-08-09T11:18:51
130,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the use of AI, deep learning, robotic microscopy, and other digital technologies for parasitology diagnostics, with a focus on their potential to improve diagnostic equity in low-resource settings. The primary contribution of the paper seems to be the evaluation of these emerging technologies and their impact on parasitology diagnostics.

CATEGORY: ML (Classical Machine Learning)

The paper discusses AI and deep learning, but the primary focus is on evaluating their application in parasitology diagnostics. While deep learning is a subset of machine learning, the paper's core methodology revolves around the evaluation of various machine learning techniques for diagnostic purposes, making ML the most appropriate category.",6.53,,False,2026-08-09T11:18:57
131,mistral:7b,V2.2,abstract,DL,"REASONING: This study develops three hybrid predictive models using artificial neural networks (ANN) optimized with genetic algorithm (GA), particle swarm optimization (PSO), and the Levenberg–Marquardt (LM) algorithm for predicting crack healing percentage in self-healing concrete. The primary contribution of the paper is the development and comparison of these hybrid models.

CATEGORY: DL (Deep Learning)",3.96,,False,2026-08-09T11:19:01
132,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on using machine learning methods (Naive Bayes, decision tree, random forest, and support vector machines) to predict faculty-assigned letter grades based on extracted features from a dental simulation task. The best-performing method is further explained using Shapley additive explanations (SHAP).

CATEGORY: ML",3.68,,False,2026-08-09T11:19:05
133,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the application of AI in enhancing PPE training, primarily focusing on computer vision and machine learning techniques for real-time feedback, virtual simulation, and compliance monitoring. The primary contribution of the paper lies in reviewing these AI technologies applied to PPE training.

CATEGORY: ML",3.45,,False,2026-08-09T11:19:08
134,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on the application of machine learning (ML) and deep learning (DL) in orthopedics, with a specific emphasis on structured perioperative risk prediction, standardized musculoskeletal imaging, and workflow and decision support using large language models. However, the primary contribution seems to be in the domain of ML for structured perioperative risk prediction and DL for standardized musculoskeletal imaging.

CATEGORY: ML (for the focus on machine learning techniques)",4.98,,False,2026-08-09T11:19:13
135,mistral:7b,V2.2,abstract,ML,"REASONING: The paper uses machine learning techniques (LASSO regression, SHAP analysis, XGBoost, LightGBM, CatBoost) for predicting the intention of healthcare workers to use antimicrobials appropriately based on various psychological and contextual factors. The primary contribution lies in integrating behavioral theory with explainable machine learning to identify psychological predictors of appropriate antibiotic prescribing.

CATEGORY: ML",4.25,,False,2026-08-09T11:19:18
136,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the application of artificial intelligence (AI) in optimizing the design of nanobiological materials for stem cell therapy, targeted delivery, differentiation, drug release, post-transplant tracking, and prognosis management. The primary contribution of the paper is the proposal of a closed-loop system that integrates AI-driven design and real-time monitoring for personalized medicine in neurodegenerative diseases.

CATEGORY: ML (Machine Learning)

The focus on machine learning techniques, such as optimizing the design of nanobiological materials and post-transplant tracking, aligns with the paper's primary contribution, making it appropriate to classify this paper under the Machine Learning category. Although deep learning is mentioned, it is not the primary focus or methodology of the paper, so it is not the most specific applicable category in this case.",7.82,,False,2026-08-09T11:19:25
137,mistral:7b,V2.2,abstract,ML,"REASONING: The paper employs machine learning models (XGBoost and LightGBM) to predict three-year survival after diagnosis for different cancer types using a combined dataset of oral cavity, esophageal, and stomach cancers. The primary contribution lies in demonstrating the potential of cross-prediction for rare cancer types where data scarcity is a challenge.

CATEGORY: ML",3.89,,False,2026-08-09T11:19:29
138,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on deploying multiple machine learning algorithms for predictive maintenance in infrastructure management, with XGBoost being the most accurate model among them.

CATEGORY: ML",2.27,,False,2026-08-09T11:19:32
139,mistral:7b,V2.2,missing,NO_INPUT,,0.0,no abstract available,False,2026-08-09T11:19:32
140,mistral:7b,V2.2,abstract,DL,"REASONING: The paper discusses the use of large language models (LLMs) to automate annotation of unstructured regulatory documents in the field of medical device regulatory science. The primary contribution of the paper is demonstrating the effectiveness of LLMs in accurately extracting attributes from these documents, and showcasing their potential applications in scaling up analyses.

CATEGORY: DL (Deep Learning) - The paper's core methodology follows the implementation of large language models, which are a subset of deep learning techniques.",4.94,,False,2026-08-09T11:19:37
141,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the application of Automated Machine Learning (AutoML) in oral healthcare, focusing on its use across multiple dental specialties and various data modalities. The primary contribution of the paper is evaluating the performance and translational relevance of AutoML in this field.

CATEGORY: ML",3.12,,False,2026-08-09T11:19:40
142,mistral:7b,V2.2,abstract,ML,"REASONING: The paper presents a machine learning-based framework for predicting residual flexural strength (RFS) of FR-UHPC after exposure to elevated temperatures. It benchmarks nine state-of-the-art algorithms, including the novel hybrid AegisFusion architecture, which is a dual-track neural/tree fusion with MetaSwarm tuning and Bayesian calibration. The primary contribution lies in the development and validation of this new machine learning model, AegisFusion.

CATEGORY: ML",5.07,,False,2026-08-09T11:19:45
143,mistral:7b,V2.2,abstract,DL,"REASONING: The paper introduces a technique called Dropout to address overfitting in deep neural networks by randomly dropping units during training, which prevents co-adaptation and significantly reduces overfitting. It also demonstrates the effectiveness of this method on various supervised learning tasks across different domains.

CATEGORY: DL",3.18,,False,2026-08-09T11:19:48
144,mistral:7b,V2.2,abstract,ML,"REASONING: This paper proposes a hybrid framework that integrates federated learning with ensemble-based machine learning models and explainable AI techniques for sepsis mortality prediction. The primary contribution of the paper is the development of this hybrid framework, which employs various machine learning models (Random Forest, LightGBM, XGBoost, K-Nearest Neighbors, and Logistic Regression) and explanatory methods (SHapley Additive exPlanations (SHAP), Local Interpretable Model-agnostic Explanations (LIME), and Partial Dependence Plots (PDP)).

CATEGORY: ML",5.97,,False,2026-08-09T11:19:54
145,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the application of artificial intelligence, specifically machine learning and deep learning, in improving diagnostic accuracy and outcome prediction for acute ischemic stroke (AIS). It focuses on AI-assisted approaches in lesion segmentation and functional outcome forecasting, using multimodal data and clinical parameters.

CATEGORY: ML",3.53,,False,2026-08-09T11:19:57
146,mistral:7b,V2.2,abstract,ML,"REASONING: The paper primarily focuses on the integration of AI (specifically, Artificial Intelligence in the form of sentiment analysis and transformer-based models), advanced statistical methods (Structural Equation Modelling, or SEM), and various machine learning models (Logistic Regression, Random Forest, XGBoost, Neural Networks) to predict consumer purchase intentions. The paper's primary contribution lies in the development and testing of a hybrid SEM-ML framework that combines SEM with ensemble ML models for improved predictive accuracy and theoretical rigor.

CATEGORY: ML",5.51,,False,2026-08-09T11:20:03
147,mistral:7b,V2.2,abstract,DL,"REASONING: The paper proposes a novel hybrid computational framework that integrates Graph Convolutional Networks, Variational Autoencoders, and Uncertainty Aware Adaptive Multi-Objective Optimization-based Reinforcement Learning (UAAMOO-RL) for drug discovery. The primary contribution of the paper is the development and application of this hybrid framework.

CATEGORY: DL",4.17,,False,2026-08-09T11:20:07
148,mistral:7b,V2.2,abstract,ML,"REASONING: The paper describes a method for generating multiple versions of a predictor using bootstrap replicates and averaging or voting to get an aggregated predictor. This method is primarily used for improving the accuracy of classification and regression tasks, and its effectiveness relies on the instability of the prediction method.

CATEGORY: ML",3.14,,False,2026-08-09T11:20:10
149,mistral:7b,V2.2,abstract,ML,"REASONING: This paper reviews the diagnostic and prognostic applications of multimodal AI in retinal vascular diseases, comparing the performance of multimodal AI systems to unimodal models and expert ophthalmologists. The primary contribution lies in synthesizing evidence on the use of multimodal AI for managing retinal vascular diseases.

CATEGORY: ML (The paper's core method is a systematic review that compares the performance of various machine learning models, although it also involves neural network-based approaches)",5.32,,False,2026-08-09T11:20:16
150,mistral:7b,V2.2,abstract,ML,"REASONING: This study develops a data-driven Bayesian Network framework using Tree-Augmented Naive Bayes (TAN) structure to analyze and predict the consequences of ship collision accidents on a global scale. It primarily investigates accident related, environmental, ship related, and bridge operator related risk influencing factors (RIFs).

CATEGORY: ML",3.73,,False,2026-08-09T11:20:19
151,mistral:7b,V2.2,abstract,ML,"REASONING: The paper's primary contribution lies in the application of machine learning techniques, specifically for various tasks such as wildfire risk prediction, industrial HVAC energy optimization, community health worker interventions, semi-supervised object detection, nursing education, healthcare privacy preservation, Alzheimer’s disease detection, sentiment dynamics analysis, cybersecurity, insider threat prediction, country-level ESG modeling, risk-adjusted portfolio optimization, credit card fraud detection, fake Instagram account detection, sentiment polarity study, text mining and unsupervised clustering for student AI stances in education, facial emotion recognition, point cloud autoencoder analysis, overlapping community analysis in heterogeneous information networks, and blockchain network system constructions.

CATEGORY: ML",7.02,,False,2026-08-09T11:20:26
152,mistral:7b,V2.2,abstract,ML,"REASONING: The paper describes a diagnostic model that uses portable GC-MS and AI (specifically machine learning algorithms) to analyze breath samples for the purpose of identifying novel biomarkers for early-stage viral respiratory infections. The primary contribution of the paper lies in the development and application of this AI-based diagnostic model.

CATEGORY: ML",3.8,,False,2026-08-09T11:20:30
153,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the use of AI and ML techniques, specifically supervised (auto-encoders) and unsupervised (Isolation Forests classifiers) methods, for creating a hybrid model to detect insider threats in cybersecurity. It also mentions Explainable AI (XAI) methods for providing human-readable explanations.

CATEGORY: ML",3.79,,False,2026-08-09T11:20:34
154,mistral:7b,V2.2,abstract,ML,"REASONING: The paper's primary contribution lies in the review and analysis of AI approaches in wildfire management, with a focus on machine learning-driven wildfire prediction, risk assessment, and behavior modeling.
CATEGORY: ML",2.36,,False,2026-08-09T11:20:36
155,mistral:7b,V2.2,abstract,ML,"REASONING: The paper proposes an AI-enriched digital Educational Framework (AIEDF) based on a Holistic Digital Literacy Framework (HDLF), which synthesizes competencies from existing frameworks and investigates essential AI competencies for middle-school students. It maps these competencies to the subtopics of the HDLF, aligning with Bloom’s taxonomy, and proposes a structured and adaptable foundation that requires empirical validation in future work. The primary contribution of the paper is the development of the AIEDF, which is based on ML basics and other AI competencies, making it a machine learning (ML) approach.

CATEGORY: ML",6.4,,False,2026-08-09T11:20:43
156,mistral:7b,V2.2,missing,NO_INPUT,,0.0,no abstract available,False,2026-08-09T11:20:43
157,mistral:7b,V2.2,abstract,ML,"REASONING: This paper presents a systematic review of recent advances in AI-driven multimodal fusion approaches for Alzheimer's Disease prediction. It discusses various data harmonization and preprocessing techniques, fusion strategies, and the adoption of explainable AI (XAI) techniques across studies.

CATEGORY: ML (Classical Machine Learning)",3.6,,False,2026-08-09T11:20:46
158,mistral:7b,V2.2,abstract,ML,"REASONING: The paper discusses the role of artificial intelligence (AI) and machine learning (ML) in optimizing resource efficiency and nutrient recovery in microalgae production systems, and presents an integrated perspective that links alternative protein production with environmental sustainability.
CATEGORY: ML",3.07,,False,2026-08-09T11:20:49
159,mistral:7b,V2.2,abstract,ML,"REASONING: The paper presents an AI-enabled smart farming framework that integrates Machine Learning (ML) and Internet of Things (IoT) technologies to optimize date palm cultivation. Four ML algorithms were developed and optimized, with the Random Forest model achieving the highest classification accuracy.

CATEGORY: ML",3.22,,False,2026-08-09T11:20:53
160,mistral:7b,V2.2,abstract,DL,"REASONING: This paper introduces a hybrid framework for detecting synthetic Spanish text using a tri-layer feature fusion strategy, which includes structural stylometry (symbolic layer), probabilistic surprisal via perplexity (statistical layer), and topical-aware semantic contrast (contextual layer). The system anchors linguistic representations within latent thematic clusters and processes features through a multi-model stacking ensemble.

CATEGORY: DL (Deep Learning)

The primary contribution of the paper lies in the development and implementation of a multi-model stacking ensemble, which is a type of neural network architecture. Although the paper also involves symbolic reasoning and semantic analysis, the technical core of the methodology revolves around the neural network-based approach for processing and classifying text data.",7.23,,False,2026-08-09T11:21:00
161,mistral:7b,V2.2,abstract,DL,"REASONING: The paper discusses the application of AI and ML frameworks, including deep learning (DL), in optimizing electrochemical devices like electrolyzers and fuel cells. It focuses on real-time performance prediction, prognostic health management, adaptive control strategies, and physics-informed neural networks (PINNs).

CATEGORY: DL (Deep Learning)",3.8,,False,2026-08-09T11:21:04
162,mistral:7b,V2.2,abstract,ML,"REASONING: The paper presents a hybrid approach combining computational fluid dynamics (CFD), artificial intelligence (AI), and bio-inspired riblets with active plasma control for aerodynamic performance enhancement. The primary contribution lies in the integration of AI, specifically machine learning algorithms, to optimize flow control strategies using artificial neural networks and support vector machine regressions.

CATEGORY: ML",3.8,,False,2026-08-09T11:21:08
163,mistral:7b,V2.2,abstract,ML,"REASONING: This paper discusses the application of machine learning (ML) in functional materials design, focusing on its role as a tool for guiding exploration within complex design spaces. It outlines three levels of ML applications and provides examples of different methodological choices and practical tools used at each level.

CATEGORY: ML",3.04,,False,2026-08-09T11:21:11
164,mistral:7b,V2.2,abstract,DL,"REASONING: The paper proposes a method using a convolutional neural network (CNN) for efficient reconstruction of physical models generating traffic noise maps, demonstrating improved prediction performance and inference speed compared to existing machine learning models.

CATEGORY: DL",2.48,,False,2026-08-09T11:21:13
165,mistral:7b,V2.2,abstract,ML,"REASONING: This paper proposes an approach based on machine learning and graph analysis for identifying important patterns and diagnostic markers for dementia. It evaluates ten machine learning models, performs feature ranking using three strategies, and achieves the highest accuracy with Random Forest. The results are further validated using a graphical analysis of critical markers.

CATEGORY: ML",3.58,,False,2026-08-09T11:21:17
166,mistral:7b,V2.2,abstract,ML,"REASONING: This paper presents a retrospective study that develops an ML-based screening model to assess the risk of depression among the elderly population. It uses multiple supervised machine learning models for this purpose, with the bagged tree model performing best. The paper also includes feature selection analysis and cross-validation.

CATEGORY: ML",3.58,,False,2026-08-09T11:21:20
